# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,133.35855503891707,-39.99335478441533,0.6168998557321395,1.621008646230263,0.0,0.0
 0.07101607977098089,0.0126082089650958,0.1775401994274522,2.4999999999999996,133.35855503891707,-40.14469553244332,0.6168998557321395,1.621008646230263,0.0,0.0
 0.10057061494168558,0.025286121474371974,0.42896673678166614,8.507206623348797,132.91167533953603,-40.296036280471306,0.5998563174475446,1.667065880468028,-15.120511853761332,-511.61392884125684
 0.12334270926724322,0.038033559823459205,0.5597833105223216,5.744600029775785,132.47474934765796,-40.4473770284993,0.583290429401641,1.714411808583648,-19.18690418332288,-178.56909739732384
 0.14261880442249392,0.05085030843725392,0.664903784224343,5.453411225425876,132.04756977362084,-40.59871777652729,0.5671909716729115,1.7630746079235573,-22.161105275555386,-154.29479198344544
 0.1596698032487523,0.06373611517373817,0.755721519178116,5.32624134686553,131.62993253980076,-40.75005852455527,0.5515465542658267,1.8130835779241115,-24.493417545540915,-136.78449536890403
 0.17514644453867823,0.07669069258635072,0.8370406194685766,5.254311886351777,131.22163694232273,-40.90139927258326,0.536345675281354,1.8644692147008068,-26.381408590493436,-121.98971402028015
 0.18943465273869092,0.08971371914557105,0.9114527431934227,5.207939489906093,130.82248578776873,-41.05274002061125,0.52157677327172,1.9172632894046475,-27.93570397116966,-108.78168619315325
 0.2027854436792973,0.10280484042052362,0.9805502410449695,5.175535903373859,130.4322855069052,-41.20408076863924,0.5072282730799336,1.9714989346471445,-29.226753875436906,-96.70212873609796
 0.21537285829129701,0.11596367022140776,1.0453957549264865,5.151614996434542,130.05084624763745,-41.35542151666723,0.49328862659047484,2.0272107364644225,-30.303225167790735,-85.51965002627459
 0.22732337469220507,0.12918979170363162,1.1067405824587537,5.133236545962648,129.6779819490082,-41.50676226469522,0.4797463486589271,2.0844348326889386,-31.200685068378927,-75.09800166627093
 0.23873228389524123,0.14248275843459512,1.1651391464686165,5.118680758220216,129.31351039796223,-41.6581030127232,0.4665900480936268,2.143209020607611,-31.946222426679235,-65.34694465811896
 0.2496734630865293,0.15584209542405122,1.2210143674544238,5.106873766430778,128.95725327071986,-41.80944376075119,0.45380845497911587,2.2035728709506297,-32.561127188744614,-56.200958901668905
 0.2602055342370844,0.16926730011901628,1.2746974933090376,5.097110063843826,128.60903616004356,-41.960784508779184,0.4413904437968088,2.2655678528018686,-33.062548258416726,-47.60897097107863
 0.2703759185757878,0.1827578433642526,1.3264536320321831,5.088906869152199,128.2686885900413,-42.112125256807175,0.429325053462448,2.3292374668916627,-33.46457308472135,-39.528970874258604
 0.28022360380901284,0.1963131703292765,1.3764988059620007,5.081922578208577,127.93604401971942,-42.26346600483516,0.41760150424334436,2.394627389601741,-33.778960480943205,-31.92500458495068
 0.2897810907584835,0.20993270140294112,1.425011736418737,5.075908626736135,127.6109398364986,-42.41480675286315,0.4062092117803824,2.4617856291763554,-34.01565546880803,-24.76540005926214
 0.2990757984568933,0.22361583305657062,1.4721422230384413,5.070679804999988,127.2932173407697,-42.56614750089114,0.395137798588328,2.530762694868997,-34.18316164834857,-18.021672652406515
 0.30813110110902137,0.23736193867664485,1.518017248914788,5.066095263592959,126.98272172271972,-42.717488248919125,0.38437710361482774,2.601611778109626,-34.28881727956675,-11.66781887663929
 0.3169671083049727,0.25117036936804077,1.5627455235349899,5.062045970344645,126.67930203204827,-42.868828996947116,0.3739171893611089,2.67438895149122,-34.339004478231395,-5.679850361329943
 0.32560126211598195,0.26504045472880094,1.6064209260523836,5.058446197901192,126.38281114174956,-43.02016974497511,0.3637483476632855,2.7491533815177074,-34.33931069430909,-0.0354656732325617
 0.3340488009841566,0.2789715035973817,1.6491251577503487,5.0552276070429665,126.0931057065073,-43.17151049300309,0.35386110350843913,2.825967562089376,-34.29465549234606,5.286178928547196
 0.3423231249993834,0.29296280477335873,1.6909298149588574,5.052335046534069,125.81004611657501,-43.32285124103108,0.34424621765834473,2.904897566637823,-34.209391535961565,10.304643162098706
 0.35043608701872475,0.30701362771248814,1.7318980300452702,5.049723515128538,125.53349644775015,-43.47419198905907,0.334894688066695,2.9860133218979215,-34.08738610701665,15.038333552413334
 0.3583982272261158,0.3211232231970564,1.7720857856120977,5.04735592693058,125.26332440800556,-43.625532737087056,0.325797749980665,3.0693889078710535,-33.932087693432074,19.504606743852353
 0.36621896399962495,0.33529082398239657,1.8115429780643577,5.045201442645622,124.99940128132877,-43.77687348511505,0.3169468753387339,3.1551028825611853,-33.74658095778922,23.719854153793975
 0.3739067506320005,0.34951564542045266,1.8503142865790667,5.043234206244931,124.74160186933457,-43.92821423314304,0.30833377117502103,3.2432386377565012,-33.53363254236687,27.699574091399434
